id,episode,entry,last_trade,signal_asof,n,cash,mean_pct
BR10,52,2023-07-28,2023-08-04,2023-07-27,6,-3219.986634449988,-2.4308890922095685
BR10,53,2023-08-15,2023-08-22,2023-08-14,6,-853.9447976999975,-0.7141227121191002
BR10,54,2023-09-06,2023-09-22,2023-09-05,13,-1273.4609338499617,-0.557948773384098
BR10,55,2023-10-16,2023-10-30,2023-10-13,11,-905.790970199987,-0.7038810454331199
BR10,56,2023-11-27,2023-12-08,2023-11-24,10,-845.1730050999763,-0.6141548492381724
BR10,57,2023-12-25,2023-12-28,2023-12-22,4,-475.9835867499947,-0.8369675323589802
BR10,58,2024-01-05,2024-01-18,2024-01-04,10,-757.8780897999916,-0.6164233375632742
BR10,59,2024-03-28,2024-04-12,2024-03-27,10,-318.7974568999741,-0.15476609878693331
BR10,60,2024-04-24,2024-04-26,2024-04-23,3,-3071.650939699988,-4.658450034812436
BR10,61,2024-05-31,2024-06-06,2024-05-30,5,-1571.5336566999763,-1.3053970061248115
BR10,62,2024-07-18,2024-08-01,2024-07-17,11,-512.7033549999741,-0.23274030651107455
BR10,63,2024-08-05,2024-08-14,2024-08-02,8,57.78362445002858,0.017537034053561273
BR10,64,2024-08-28,2024-08-30,2024-08-27,3,-1898.5669888999887,-3.3090310655967685
BR10,65,2024-09-05,2024-09-13,2024-09-04,7,-369.7917429999922,-0.3096488759695789
BR10,66,2024-11-04,2024-11-08,2024-11-01,5,-2136.3481144999823,-1.7723369584263828
BR10,67,2024-11-19,2024-12-02,2024-11-18,10,-425.1706173999736,-0.21031731265331963
BR10,68,2024-12-16,2024-12-24,2024-12-13,7,-2251.0542647499924,-1.500969873765261
BR10,69,2025-01-03,2025-01-16,2025-01-02,10,-740.6988191499736,-0.38557913700891466
BR10,70,2025-03-03,2025-03-14,2025-02-28,10,-1018.5872454999887,-0.5017903123117714
BR10,71,2025-03-24,2025-04-15,2025-03-21,16,-618.295809999972,-0.3500192586237188
BR10,72,2025-05-27,2025-05-29,2025-05-26,3,-795.559185899989,-1.4121361418396756
BR10,73,2025-10-14,2025-10-21,2025-10-13,6,-2782.1915048969727,-0.8418694658802356
BR10,74,2025-11-11,2025-11-28,2025-11-10,14,4132.949578344135,0.3624638888919837
BR10,75,2025-12-16,2025-12-23,2025-12-15,6,-4321.2972960359475,-1.2030192622925004
BR10,76,2026-01-09,2026-01-16,2026-01-08,6,-2912.0909218019497,-0.8086989600047354
BR10,77,2026-01-30,2026-02-10,2026-01-29,8,-1211.6762930339535,-0.3117225030296474
BR10,78,2026-03-05,2026-03-31,2026-03-04,19,-2371.647620573898,-0.27649647643810266
BR10,79,2026-06-12,2026-06-18,2026-06-11,5,-7289.797119227987,-2.0319926232262855
BR10,80,2026-06-30,2026-07-09,2026-06-29,8,-686.1047608709473,-0.18210651816794565
BR10,81,2026-07-17,2026-08-04,2026-07-16,13,1031.7425734801009,0.09993013047719962
BR10,82,2026-08-20,2026-08-27,2026-08-19,6,-2809.9520563049564,-0.7907139744801862
BR20,1,2018-10-09,2018-10-22,2018-10-08,10,-147.8925989999899,-0.21123849088085828
BR20,2,2018-11-26,2018-12-03,2018-11-23,6,237.62750720000244,0.32609226554918497
BR20,3,2019-01-04,2019-01-07,2019-01-03,2,-336.828541350001,-1.4804631353283435
BR20,4,2019-02-01,2019-02-01,2019-01-31,1,-353.549011599998,-3.0531002728842656
BR20,5,2019-03-27,2019-04-01,2019-03-26,4,-947.6752689499947,-1.6176240943801052
BR20,6,2019-05-06,2019-05-29,2019-04-30,18,154.33312915003052,-0.0014057647355546611
BR20,7,2019-06-10,2019-06-20,2019-06-06,9,-744.5539371999931,-0.7175937354574489
BR20,8,2019-08-08,2019-08-12,2019-08-07,3,-565.0368822999968,-1.5366789411679813
BR20,9,2020-03-02,2020-04-02,2020-02-28,24,1630.036292950033,0.41421452736641146
BR20,10,2020-05-19,2020-06-01,2020-05-18,10,-573.0172309999762,-0.4349883576999026
BR20,11,2020-07-27,2020-07-31,2020-07-24,5,-414.2843060999909,-0.5865638430910727
BR20,12,2020-09-08,2020-09-30,2020-09-07,17,-487.861844249973,-0.21834788492242035
BR20,13,2020-11-03,2020-11-06,2020-11-02,4,-699.5556477499983,-1.294710486522876
BR20,14,2020-12-08,2020-12-08,2020-12-07,1,-328.117976449999,-2.3690828624548663
BR20,15,2020-12-11,2020-12-17,2020-12-10,5,-516.181626649994,-0.7696215810773358
BR20,16,2021-02-03,2021-02-10,2021-02-02,6,-792.5373328499945,-1.0048584257272144
BR20,17,2021-05-07,2021-06-07,2021-05-06,22,-24.276216149966444,-0.02023445794385985
BR20,18,2021-07-05,2021-07-21,2021-07-02,13,-332.21918444999164,-0.22421553967436125
BR20,19,2021-07-29,2021-08-02,2021-07-28,3,-887.5108889499927,-2.6560244430993585
BR20,20,2021-08-31,2021-09-02,2021-08-30,3,-320.22924109999815,-0.9258271919949549
BR20,21,2021-10-19,2021-11-01,2021-10-18,10,-270.9194196999817,-0.24410365872778703
BR20,22,2021-11-29,2021-12-06,2021-11-26,6,-435.2269511999914,-0.6515986544506149
BR20,23,2022-01-13,2022-01-20,2022-01-12,6,-110.3699345499933,-0.17455309459166254
BR20,24,2022-01-26,2022-02-09,2022-01-25,6,-125.99781964999165,-0.18858500496197275
BR20,25,2022-03-08,2022-03-23,2022-03-07,12,461.4795391500204,0.35358656023982765
BR20,26,2022-04-20,2022-05-05,2022-04-19,9,-63.09031899998888,-0.10679146126029217
BR20,27,2022-05-25,2022-05-31,2022-05-24,5,-442.8076614999952,-0.9678815990264269
BR20,28,2022-07-15,2022-07-18,2022-07-14,2,-198.1995606999971,-1.0714047729027354
BR20,29,2022-08-31,2022-09-05,2022-08-30,4,-344.67724114999623,-0.9348572770556717
BR20,30,2022-09-19,2022-10-17,2022-09-16,16,303.4837587000104,0.19223412236179083
BR20,31,2022-12-30,2023-01-03,2022-12-29,2,-296.97827619999896,-1.626380883621823
BR20,32,2023-02-08,2023-02-10,2023-02-07,3,-616.7355226499949,-2.1983079027502455
BR20,33,2023-04-28,2023-05-15,2023-04-27,9,467.7504141500094,0.30249520765812365
BR20,34,2023-08-15,2023-08-22,2023-08-14,6,-853.9447976999975,-0.7141227121191002
BR20,35,2023-09-08,2023-09-22,2023-09-07,11,-1832.9061520499674,-0.9143510349991938
BR20,36,2023-10-16,2023-10-30,2023-10-13,11,-905.790970199987,-0.7038810454331199
BR20,37,2023-12-05,2023-12-08,2023-12-04,4,-988.0217967999904,-1.75011267446937
BR20,38,2023-12-27,2023-12-28,2023-12-26,2,-653.0666679499976,-2.301829420203148
BR20,39,2024-01-05,2024-01-18,2024-01-04,10,-757.8780897999916,-0.6164233375632742
BR20,40,2024-04-08,2024-04-12,2024-04-03,5,-144.96355714998896,-0.13657020566260333
BR20,41,2024-04-24,2024-04-26,2024-04-23,3,-3071.650939699988,-4.658450034812436
BR20,42,2024-06-03,2024-06-06,2024-05-31,4,-2285.9487779999827,-2.3863038424680196
BR20,43,2024-07-18,2024-08-01,2024-07-17,11,-512.7033549999741,-0.23274030651107455
BR20,44,2024-08-05,2024-08-14,2024-08-02,8,57.78362445002858,0.017537034053561273
BR20,45,2024-08-28,2024-08-30,2024-08-27,3,-1898.5669888999887,-3.3090310655967685
BR20,46,2024-09-05,2024-09-13,2024-09-04,7,-369.7917429999922,-0.3096488759695789
BR20,47,2024-11-19,2024-12-02,2024-11-18,10,-425.1706173999736,-0.21031731265331963
BR20,48,2024-12-16,2024-12-24,2024-12-13,7,-2251.0542647499924,-1.500969873765261
BR20,49,2025-01-03,2025-01-16,2025-01-02,10,-740.6988191499736,-0.38557913700891466
BR20,50,2025-03-10,2025-03-14,2025-03-07,5,-598.7088269499918,-0.5800069507188121
BR20,51,2025-03-24,2025-04-15,2025-03-21,16,-618.295809999972,-0.3500192586237188
BR20,52,2025-11-24,2025-11-28,2025-11-21,5,-64.20889405795333,-0.1603958027987212
BR20,53,2026-01-30,2026-02-10,2026-01-29,8,-1211.6762930339535,-0.3117225030296474
BR20,54,2026-03-10,2026-03-31,2026-03-09,16,-2211.0357395249166,-0.3094641274559007
BR20,55,2026-07-03,2026-07-09,2026-07-02,5,-4162.538519765974,-1.2817461575852782
BR20,56,2026-07-17,2026-08-04,2026-07-16,13,1031.7425734801009,0.09993013047719962
D_I10,1,2018-10-10,2018-10-25,2018-10-09,12,-143.7399386499858,-0.18746115951532813
D_I10,2,2018-11-28,2018-12-05,2018-11-27,6,-443.3857311999977,-0.628445376730319
D_I10,3,2018-12-07,2018-12-11,2018-12-06,3,-242.167550699995,-0.6821655483664024
D_I10,4,2018-12-20,2018-12-21,2018-12-19,2,22.325115450006336,0.08735134114172577
D_I10,5,2019-01-03,2019-01-07,2019-01-02,3,-320.1686560999992,-0.9389780589598874
D_I10,6,2019-05-21,2019-05-21,2019-05-20,1,-346.7953065499975,-2.629229010993158
D_I10,7,2019-05-23,2019-05-31,2019-05-22,7,-747.8412574499911,-0.8094837013316993
D_I10,8,2019-06-05,2019-06-10,2019-06-04,3,103.77000105000758,0.20810322082332333
D_I10,9,2019-06-17,2019-06-20,2019-06-14,4,4.609635700001093,0.0031663772080455788
D_I10,10,2019-06-26,2019-06-26,2019-06-25,1,-184.2297207499962,-1.540382280518363
D_I10,11,2019-07-01,2019-07-01,2019-06-28,1,-845.5558790499996,-6.791613486345379
D_I10,12,2020-03-10,2020-04-03,2020-03-09,19,799.3725526500302,0.26273582803124695
D_I10,13,2020-04-13,2020-04-14,2020-04-10,2,-314.08344120000004,-1.1938833406057265
D_I10,14,2020-05-21,2020-06-01,2020-05-20,8,-197.6712944999784,-0.19885779644933776
D_I10,15,2020-09-07,2020-09-08,2020-09-04,2,-276.54702599999746,-0.9924878954145444
D_I10,16,2020-09-10,2020-09-18,2020-09-09,7,-263.3469299999888,-0.2924046705654945
D_I10,17,2020-09-23,2020-10-09,2020-09-22,7,-190.44353964998902,-0.20417989039676687
D_I10,18,2020-12-21,2020-12-21,2020-12-18,1,-87.49070024999818,-0.6433139724264573
D_I10,19,2020-12-23,2020-12-23,2020-12-22,1,-307.0172463499979,-2.306666013147993
D_I10,20,2020-12-29,2020-12-30,2020-12-28,2,-444.33149684999717,-1.6576301005425724
D_I10,21,2021-03-05,2021-03-05,2021-03-04,1,-287.3907512499964,-2.1288203796296026
D_I10,22,2021-03-18,2021-03-24,2021-03-17,5,-477.0498064499885,-0.7020749091048322
D_I10,23,2021-05-20,2021-06-07,2021-05-19,13,59.854807600021445,0.01601896495196787
D_I10,24,2021-06-09,2021-06-09,2021-06-08,1,-105.21886534999555,-0.843775985164359
D_I10,25,2021-06-17,2021-06-17,2021-06-16,1,-174.93144569999737,-1.4210515491470137
D_I10,26,2021-06-23,2021-06-23,2021-06-22,1,-275.0026411999987,-2.232164295454535
D_I10,27,2021-07-05,2021-08-02,2021-07-02,21,-796.479390449978,-0.3415527504117308
D_I10,28,2021-10-22,2021-11-03,2021-10-21,9,-406.79231554998285,-0.4033234942444058
D_I10,29,2021-12-02,2021-12-08,2021-12-01,5,-493.88634664999313,-0.8746108802927163
D_I10,30,2022-01-28,2022-02-17,2022-01-27,10,-367.4766851999851,-0.3275924553751247
D_I10,31,2022-02-25,2022-02-25,2022-02-24,1,-32.61839999999891,-0.2912357142857045
D_I10,32,2022-03-08,2022-04-06,2022-03-07,20,186.61245400002917,0.07338008629146098
D_I10,33,2022-04-08,2022-04-08,2022-04-07,1,-120.36207044999956,-1.1964420521868744
D_I10,34,2022-04-12,2022-04-12,2022-04-11,1,-140.10973554999876,-1.410974174723049
D_I10,35,2022-04-14,2022-04-14,2022-04-13,1,-0.4422348499979627,-0.0043655957551625
D_I10,36,2022-04-20,2022-05-11,2022-04-19,13,-208.02906914999048,-0.20086064481532723
D_I10,37,2022-05-19,2022-05-20,2022-05-18,2,-137.86603539999862,-0.7352795601804902
D_I10,38,2022-05-25,2022-05-26,2022-05-24,2,-176.8968805999993,-0.9694694401810375
D_I10,39,2022-05-31,2022-05-31,2022-05-30,1,-268.64121619999906,-2.929566152671746
D_I10,40,2022-09-19,2022-10-24,2022-09-16,21,318.11521445002074,0.15404398960828813
D_I10,41,2022-10-28,2022-10-31,2022-10-27,2,-233.0096508999976,-1.5322994372574048
D_I10,42,2023-08-24,2023-08-24,2023-08-23,1,14.596950349999858,0.0648753348888882
D_I10,43,2023-08-28,2023-08-31,2023-08-25,4,-720.1127452499945,-0.8924988618131662
D_I10,44,2023-09-04,2023-09-22,2023-09-01,15,-487.1050869999551,-0.23462880770566183
D_I10,45,2023-10-16,2023-10-27,2023-10-13,10,-344.1377850499897,-0.3750842280503499
D_I10,46,2023-12-06,2023-12-08,2023-12-05,3,-1555.9114872999914,-3.6168500981625527
D_I10,47,2023-12-13,2023-12-19,2023-12-12,5,55.70542110001267,0.05960193554586768
D_I10,48,2023-12-21,2023-12-21,2023-12-20,1,-52.12256259999949,-0.3582306707903745
D_I10,49,2023-12-25,2023-12-28,2023-12-22,4,-475.9835867499947,-0.8369675323589802
D_I10,50,2024-01-03,2024-01-18,2024-01-02,12,-279.9885145999905,-0.22749655109642922
D_I10,51,2024-08-02,2024-08-19,2024-08-01,12,738.0049487000424,0.26327688251524795
D_I10,52,2024-08-21,2024-08-21,2024-08-20,1,-511.0906273499962,-2.5176878194581094
D_I10,53,2024-08-23,2024-08-30,2024-08-22,6,-1550.7280865499765,-1.3728215061270814
D_I10,54,2024-09-18,2024-09-18,2024-09-13,1,211.25225125,1.1118539539473684
D_I10,55,2024-09-23,2024-09-24,2024-09-20,2,-1817.9540211999984,-4.812890758447873
D_I10,56,2024-12-11,2024-12-19,2024-12-10,7,-930.791390649982,-0.6487008315057328
D_I10,57,2024-12-23,2024-12-23,2024-12-20,1,136.30775840000058,0.6131703031938848
D_I10,58,2025-01-03,2025-01-16,2025-01-02,10,-740.6988191499736,-0.38557913700891466
D_I10,59,2025-03-20,2025-04-09,2025-03-19,14,-232.57050339996886,-0.2595772124256719
D_I10,60,2025-04-17,2025-04-17,2025-04-16,1,-216.26189589999404,-1.255876282810651
D_I10,61,2025-04-25,2025-04-25,2025-04-24,1,-187.5687782500009,-1.0368644458264284
D_I10,62,2025-04-29,2025-04-29,2025-04-28,1,-137.39130300000087,-0.7637092996108998
D_I10,63,2025-12-04,2025-12-05,2025-12-03,2,130.2210369450221,0.09577872288240652
D_I10,64,2026-01-09,2026-01-14,2026-01-08,4,595.7939583810403,0.24081513997121817
D_I10,65,2026-01-30,2026-02-12,2026-01-29,10,-990.0667169999441,-0.20958441769728467
D_I10,66,2026-02-24,2026-02-24,2026-02-13,1,-69.19501131900407,-0.1248782012615124
D_I10,67,2026-03-13,2026-03-31,2026-03-12,13,-3361.4842937129292,-0.5429833802177751
D_I10,68,2026-07-17,2026-08-03,2026-07-16,12,4255.477593804097,0.581140206087141
DD2_I10,1,2018-10-09,2018-10-22,2018-10-08,10,-147.8925989999899,-0.21123849088085828
DD2_I10,2,2018-11-26,2018-12-03,2018-11-23,6,237.62750720000244,0.32609226554918497
DD2_I10,3,2018-12-07,2018-12-07,2018-12-06,1,35.82189535000189,0.2987647652210332
DD2_I10,4,2018-12-11,2018-12-11,2018-12-10,1,-134.0830504999989,-1.1267483235294025
DD2_I10,5,2018-12-28,2019-01-07,2018-12-27,5,-317.10652574999597,-0.5583422612257228
DD2_I10,6,2019-01-28,2019-02-01,2019-01-25,5,-67.88779949999315,-0.1250298426423863
DD2_I10,7,2019-03-15,2019-03-15,2019-03-14,1,-59.97958009999854,-0.4041750680592894
DD2_I10,8,2019-03-21,2019-04-01,2019-03-20,8,-508.33731594998767,-0.43596095745006636
DD2_I10,9,2019-05-06,2019-05-21,2019-04-30,12,514.8739998500203,0.23122905764317636
DD2_I10,10,2019-05-23,2019-05-29,2019-05-22,5,-503.2684465999942,-0.7706785001001139
DD2_I10,11,2019-06-05,2019-06-10,2019-06-04,3,103.77000105000758,0.20810322082332333
DD2_I10,12,2019-06-17,2019-06-20,2019-06-14,4,4.609635700001093,0.0031663772080455788
DD2_I10,13,2019-06-26,2019-06-26,2019-06-25,1,-184.2297207499962,-1.540382280518363
DD2_I10,14,2019-07-19,2019-07-24,2019-07-18,4,-730.4882979499952,-1.4748001080235749
DD2_I10,15,2019-08-09,2019-08-12,2019-08-08,2,-480.1715320499979,-1.9600373131747406
DD2_I10,16,2019-10-10,2019-10-10,2019-10-09,1,-508.8560173500007,-3.5910798683839147
DD2_I10,17,2019-12-30,2020-01-02,2019-12-27,3,-1088.1238547499977,-2.060080063894939
DD2_I10,18,2020-02-20,2020-02-21,2020-02-19,2,-1245.8330757499918,-3.3395417730216397
DD2_I10,19,2020-03-03,2020-04-02,2020-03-02,23,1815.0450436500325,0.4787201478575871
DD2_I10,20,2020-04-13,2020-04-14,2020-04-10,2,-314.08344120000004,-1.1938833406057265
DD2_I10,21,2020-05-18,2020-06-01,2020-05-15,11,-470.4716152999738,-0.3270482997698692
DD2_I10,22,2020-06-16,2020-06-17,2020-06-15,2,-646.2510478499918,-2.3326408113800694
DD2_I10,23,2020-07-17,2020-08-04,2020-07-16,13,152.880433350026,0.06203943356481161
DD2_I10,24,2020-08-06,2020-08-06,2020-08-05,1,110.4908257500011,0.7542035887372088
DD2_I10,25,2020-08-10,2020-08-10,2020-08-07,1,-258.7689060999993,-1.823600465820996
DD2_I10,26,2020-08-12,2020-08-12,2020-08-11,1,-799.4280137999984,-5.559304685674537
DD2_I10,27,2020-09-07,2020-09-18,2020-09-04,10,-428.211625249985,-0.32374818080450096
DD2_I10,28,2020-09-23,2020-09-30,2020-09-22,6,-112.53384444999091,-0.1441841719123297
DD2_I10,29,2020-11-03,2020-11-03,2020-11-02,1,-236.71901100000065,-1.7960471244309608
DD2_I10,30,2020-11-25,2020-12-01,2020-11-24,5,-250.89072529999527,-0.37038351942860387
DD2_I10,31,2020-12-03,2020-12-08,2020-12-02,4,-242.06756544999578,-0.4389470396249425
DD2_I10,32,2020-12-10,2020-12-21,2020-12-09,8,-368.8283303499891,-0.3485868637830835
DD2_I10,33,2020-12-23,2020-12-23,2020-12-22,1,-307.0172463499979,-2.306666013147993
DD2_I10,34,2020-12-29,2020-12-30,2020-12-28,2,-444.33149684999717,-1.6576301005425724
DD2_I10,35,2021-01-29,2021-02-18,2021-01-28,10,-296.3075795999883,-0.2502062623627836
DD2_I10,36,2021-03-04,2021-03-08,2021-03-03,3,-132.93087009999434,-0.3363591146070369
DD2_I10,37,2021-03-11,2021-03-11,2021-03-10,1,12.317960250002107,0.089781051384855
DD2_I10,38,2021-03-15,2021-03-16,2021-03-12,2,-44.14768984999847,-0.1702536388213478
DD2_I10,39,2021-03-18,2021-03-24,2021-03-17,5,-477.0498064499885,-0.7020749091048322
DD2_I10,40,2021-05-06,2021-06-07,2021-04-30,23,-121.79221144996603,-0.05050698312478182
DD2_I10,41,2021-06-17,2021-06-17,2021-06-16,1,-174.93144569999737,-1.4210515491470137
DD2_I10,42,2021-07-05,2021-08-02,2021-07-02,21,-796.479390449978,-0.3415527504117308
DD2_I10,43,2021-08-31,2021-09-03,2021-08-30,4,-554.161342099996,-1.189989252047059
DD2_I10,44,2021-09-23,2021-09-23,2021-09-22,1,-124.25970544999804,-1.0363611797330945
DD2_I10,45,2021-10-08,2021-10-08,2021-09-30,1,-413.90273189999846,-3.5255769327086752
DD2_I10,46,2021-10-19,2021-11-02,2021-10-18,11,-234.1079693499782,-0.19281245627427002
DD2_I10,47,2021-11-29,2021-12-07,2021-11-26,7,-498.1029913499887,-0.6378619967855312
DD2_I10,48,2022-01-14,2022-01-18,2022-01-13,3,-319.3002710999953,-0.9332308438157583
DD2_I10,49,2022-01-24,2022-02-10,2022-01-21,9,44.50752170001087,0.03701107789597444
DD2_I10,50,2022-02-15,2022-02-17,2022-02-14,3,-78.208509899995,-0.23191738114341706
DD2_I10,51,2022-02-25,2022-02-25,2022-02-24,1,-32.61839999999891,-0.2912357142857045
DD2_I10,52,2022-03-08,2022-03-17,2022-03-07,8,564.0668890500144,0.6595112438333062
DD2_I10,53,2022-03-28,2022-03-28,2022-03-25,1,-180.4532557500009,-1.7884366278493644
DD2_I10,54,2022-03-30,2022-04-06,2022-03-29,4,-361.8919561999951,-0.8949132831684397
DD2_I10,55,2022-04-08,2022-04-08,2022-04-07,1,-120.36207044999956,-1.1964420521868744
DD2_I10,56,2022-04-12,2022-04-12,2022-04-11,1,-140.10973554999876,-1.410974174723049
DD2_I10,57,2022-04-14,2022-04-14,2022-04-13,1,-0.4422348499979627,-0.0043655957551625
DD2_I10,58,2022-04-20,2022-05-05,2022-04-19,9,-63.09031899998888,-0.10679146126029217
DD2_I10,59,2022-05-09,2022-05-11,2022-05-06,3,-356.0172663500021,-1.2961458731265474
DD2_I10,60,2022-05-20,2022-05-20,2022-05-19,1,-89.0139003000003,-0.946956386170216
DD2_I10,61,2022-05-25,2022-05-31,2022-05-24,5,-442.8076614999952,-0.9678815990264269
DD2_I10,62,2022-07-15,2022-07-18,2022-07-14,2,-198.1995606999971,-1.0714047729027354
DD2_I10,63,2022-08-04,2022-08-05,2022-08-03,2,-358.8870114999999,-1.8776172285298305
DD2_I10,64,2022-08-26,2022-08-29,2022-08-25,2,-37.59288989999513,-0.20131804693929561
DD2_I10,65,2022-09-19,2022-10-14,2022-09-16,15,410.56913910001157,0.28963533905005023
DD2_I10,66,2022-10-20,2022-10-20,2022-10-19,1,-146.98461059999687,-1.7539929665870748
DD2_I10,67,2022-10-24,2022-10-24,2022-10-21,1,83.09230055000248,0.989194054166696
DD2_I10,68,2022-10-28,2022-10-31,2022-10-27,2,-233.0096508999976,-1.5322994372574048
DD2_I10,69,2022-12-27,2023-01-04,2022-12-26,6,-191.62796509999697,-0.3514702172860736
DD2_I10,70,2023-02-08,2023-02-10,2023-02-07,3,-616.7355226499949,-2.1983079027502455
DD2_I10,71,2023-02-28,2023-03-01,2023-02-27,2,-398.9881917000012,-2.0759011014568225
DD2_I10,72,2023-04-28,2023-05-18,2023-04-27,12,-485.2669649999828,-0.292303577858335
DD2_I10,73,2023-05-25,2023-05-25,2023-05-24,1,-342.46500150000145,-2.140406259375009
DD2_I10,74,2023-07-21,2023-07-26,2023-07-20,4,-798.8716128499934,-0.8815617617115292
DD2_I10,75,2023-07-28,2023-08-03,2023-07-27,5,-1494.503976099994,-1.3555441429139314
DD2_I10,76,2023-08-21,2023-08-23,2023-08-18,3,-838.6254433999935,-1.397420164285703
DD2_I10,77,2023-08-28,2023-08-30,2023-08-25,3,-327.1684334999939,-0.5824779014806338
DD2_I10,78,2023-09-04,2023-09-22,2023-09-01,15,-487.1050869999551,-0.23462880770566183
DD2_I10,79,2023-10-16,2023-10-27,2023-10-13,10,-344.1377850499897,-0.3750842280503499
DD2_I10,80,2023-11-28,2023-12-08,2023-11-27,9,-1022.3318811499772,-0.8127540091240923
DD2_I10,81,2023-12-14,2023-12-14,2023-12-13,1,147.0219959000035,0.9685243471673484
DD2_I10,82,2023-12-18,2023-12-19,2023-12-15,2,-525.4319672999957,-1.7676253884555784
DD2_I10,83,2023-12-21,2023-12-21,2023-12-20,1,-52.12256259999949,-0.3582306707903745
DD2_I10,84,2023-12-25,2023-12-28,2023-12-22,4,-475.9835867499947,-0.8369675323589802
DD2_I10,85,2024-01-03,2024-01-18,2024-01-02,12,-279.9885145999905,-0.22749655109642922
DD2_I10,86,2024-04-08,2024-04-18,2024-04-03,9,-1999.2088230499753,-1.0200464124279
DD2_I10,87,2024-05-31,2024-06-06,2024-05-30,5,-1571.5336566999763,-1.3053970061248115
DD2_I10,88,2024-07-18,2024-07-18,2024-07-17,1,-638.021097949998,-2.5705926589443915
DD2_I10,89,2024-07-24,2024-07-31,2024-07-23,6,-1014.2822161999882,-0.7510186186304443
DD2_I10,90,2024-08-02,2024-08-15,2024-08-01,10,651.762945350038,0.2748437967245804
DD2_I10,91,2024-08-21,2024-08-21,2024-08-20,1,-511.0906273499962,-2.5176878194581094
DD2_I10,92,2024-08-23,2024-08-30,2024-08-22,6,-1550.7280865499765,-1.3728215061270814
DD2_I10,93,2024-09-18,2024-09-18,2024-09-13,1,211.25225125,1.1118539539473684
DD2_I10,94,2024-09-24,2024-09-24,2024-09-23,1,-1719.580083399998,-9.098307319576708
DD2_I10,95,2024-10-16,2024-10-18,2024-10-15,3,-2099.4489697999966,-2.91741838891204
DD2_I10,96,2024-11-04,2024-11-05,2024-11-01,2,-1053.6199747999913,-2.1932317029186836
DD2_I10,97,2024-11-07,2024-11-07,2024-11-06,1,-726.7600133999956,-3.033222092654406
DD2_I10,98,2024-11-19,2024-11-20,2024-11-18,2,-661.946915349994,-1.403614758456349
DD2_I10,99,2024-11-22,2024-12-06,2024-11-21,11,66.77154525003007,-0.009151669184662148
DD2_I10,100,2024-12-11,2024-12-12,2024-12-10,2,-287.68528349998877,-0.6504898877688737
DD2_I10,101,2024-12-16,2024-12-19,2024-12-13,4,-1419.8314537499984,-1.6858558308266047
DD2_I10,102,2025-01-03,2025-01-16,2025-01-02,10,-740.6988191499736,-0.38557913700891466
DD2_I10,103,2025-03-03,2025-03-13,2025-02-28,9,-526.7317457499888,-0.2949277271454944
DD2_I10,104,2025-03-20,2025-04-09,2025-03-19,14,-232.57050339996886,-0.2595772124256719
DD2_I10,105,2025-04-17,2025-04-17,2025-04-16,1,-216.26189589999404,-1.255876282810651
DD2_I10,106,2025-04-29,2025-04-29,2025-04-28,1,-137.39130300000087,-0.7637092996108998
DD2_I10,107,2025-05-28,2025-05-29,2025-05-27,2,-1047.196577349991,-2.7888795631060006
DD2_I10,108,2025-10-15,2025-10-16,2025-10-14,2,-5471.334477675002,-4.5284187161082095
DD2_I10,109,2025-10-20,2025-10-21,2025-10-17,2,-5347.016137223985,-4.249769239605402
DD2_I10,110,2025-11-12,2025-11-13,2025-11-11,2,-2801.639826611983,-2.1013969160644312
DD2_I10,111,2025-11-20,2025-12-03,2025-11-19,10,2289.071547999091,0.25582162622475224
DD2_I10,112,2026-01-09,2026-01-16,2026-01-08,6,-2912.0909218019497,-0.8086989600047354
DD2_I10,113,2026-01-20,2026-01-21,2026-01-19,2,-2434.5263048939955,-2.0850809003972577
DD2_I10,114,2026-01-30,2026-02-12,2026-01-29,10,-990.0667169999441,-0.20958441769728467
DD2_I10,115,2026-02-24,2026-02-24,2026-02-13,1,-69.19501131900407,-0.1248782012615124
DD2_I10,116,2026-03-13,2026-03-31,2026-03-12,13,-3361.4842937129292,-0.5429833802177751
DD2_I10,117,2026-06-12,2026-06-15,2026-06-11,2,-376.8602322240015,-0.27133863059913677
DD2_I10,118,2026-06-17,2026-06-18,2026-06-16,2,-7281.833253353978,-5.059934730157307
DD2_I10,119,2026-07-03,2026-08-03,2026-07-02,22,5350.4288481061485,0.3545436171063205
DD2_I10,120,2026-08-20,2026-08-27,2026-08-19,6,-2809.9520563049564,-0.7907139744801862
DD3_I10,1,2018-10-09,2018-10-22,2018-10-08,10,-147.8925989999899,-0.21123849088085828
DD3_I10,2,2018-11-26,2018-12-03,2018-11-23,6,237.62750720000244,0.32609226554918497
DD3_I10,3,2018-12-07,2018-12-07,2018-12-06,1,35.82189535000189,0.2987647652210332
DD3_I10,4,2018-12-11,2018-12-11,2018-12-10,1,-134.0830504999989,-1.1267483235294025
DD3_I10,5,2019-01-30,2019-02-01,2019-01-29,3,-290.3553059499948,-0.8374844346008068
DD3_I10,6,2019-03-15,2019-03-15,2019-03-14,1,-59.97958009999854,-0.4041750680592894
DD3_I10,7,2019-03-21,2019-04-01,2019-03-20,8,-508.33731594998767,-0.43596095745006636
DD3_I10,8,2019-05-06,2019-05-21,2019-04-30,12,514.8739998500203,0.23122905764317636
DD3_I10,9,2019-05-23,2019-05-29,2019-05-22,5,-503.2684465999942,-0.7706785001001139
