date,code,open,high,low,close,preclose,volume,amount,adjustflag,tradestatus,pctChg,signal_close,chain_return_error_pct,action_ratio,stage,stage_v3,ordinal,vr,r3,r5,clv,upper,bias20,decelerate,gap,rt_cash,rt_pct,pt_cash,pt_pct,extra_cash_needed,later_open,down,env_MKT20,env_REL20,env_VOL,env_ACT,signal_BASE,signal_MKT20_high,signal_MKT20_low,signal_REL20_high,signal_REL20_low,signal_VOL_high,signal_VOL_low,signal_ACT_high,signal_ACT_low,feature_valid
2018-06-25,sh.601138,18.62,18.76,18.13,18.21,18.72,115443049,2124064369.0,3,1,-2.72436,132.24400871459702,1.0256410352127432e-06,1.0,UNKNOWN,UNKNOWN,10,,-7.874015748031493,-19.62215543151565,0.7212121212121204,0.2787878787878795,,False,-0.5341880341880212,362.60601205000273,1.947400709183688,-456.9841970499973,-2.4542652902792548,0.0,,1,,,,,False,False,False,False,False,False,False,False,False,False
2018-06-26,sh.601138,17.74,18.66,17.55,18.53,18.21,113725844,2080931355.0,3,1,1.757285,134.56790123456796,8.778143870014077e-06,1.0,UNKNOWN,UNKNOWN,11,,-8.308157099697855,-19.35341009743132,0.1269841269841294,0.2222222222222222,,True,-2.580999450851196,-836.2288339499984,-4.713804024520847,742.9815689500052,4.18817118912066,836.2288339499984,,0,,,,,False,False,False,False,False,False,False,False,False,False
2018-06-27,sh.601138,18.5,18.86,18.18,18.27,18.53,97039103,1792739749.0,3,1,-1.403131,132.67973856209156,9.406367997844e-07,1.0,UNKNOWN,UNKNOWN,12,,1.9812878370941036,-8.809055118110232,0.8828828828828837,0.1171171171171162,,False,-0.1618996222342184,182.75655115000524,0.9878732494594878,-277.0135661499984,-1.497370627837829,0.0,,1,,,,,False,False,False,False,False,False,False,False,False,False
2018-06-28,sh.601138,18.22,18.64,17.76,17.89,18.27,86399084,1575076746.0,3,1,-2.079918,129.92011619462608,5.5752599954495e-06,1.0,UNKNOWN,UNKNOWN,13,,-2.4038461538461564,-8.00604229607248,0.1323529411764704,0.5294117647058817,,True,-0.273672687465798,283.37301164999974,1.55528546459934,-376.2971566499966,-2.06529723737649,0.0,,1,,,,,False,False,False,False,False,False,False,False,False,False
2018-06-29,sh.601138,17.95,18.61,17.6,18.44,17.89,127800363,2332307631.0,3,1,3.07435,133.91430646332617,6.791503622594064e-06,1.0,UNKNOWN,UNKNOWN,14,,-1.7572762218561189,-1.5410016510731817,0.1477272727272717,0.4772727272727297,,True,0.3353828954723248,-536.4999274499997,-2.9888575345403887,443.0103224500039,2.468024080501414,536.4999274499997,,0,,,,,False,False,False,False,False,False,False,False,False,False
2018-07-02,sh.601138,18.2,18.35,17.1,17.59,18.44,121806604,2178274835.0,3,1,-4.609547,127.74146695715332,2.5314533553810747e-06,1.0,UNKNOWN,UNKNOWN,15,,-0.4856988667026107,-1.4957264957264682,0.8316831683168332,0.1683168316831668,,False,-1.3015184381778844,563.5562030499996,3.096462654120877,-655.8341080499968,-3.603484110164817,0.0,,1,,,,,False,False,False,False,False,False,False,False,False,False
2018-07-03,sh.601138,17.54,17.97,17.1,17.9,17.59,89742495,1580629714.0,3,1,1.762362,129.99273783587515,2.9801023155862083e-06,1.0,UNKNOWN,UNKNOWN,16,,-3.721948549534726,-3.404722679846217,0.3919999999999987,0.1200000000000017,,True,-0.2842524161455362,-405.6056317999975,-2.312460842645368,314.0345518000025,1.7903908312428876,405.6056317999975,,0,,,,,False,False,False,False,False,False,False,False,False,False
2018-07-04,sh.601138,17.7,17.87,17.12,17.17,17.9,80724110,1406844068.0,3,1,-4.07821,124.69135802469144,2.29050278033327e-06,1.0,UNKNOWN,UNKNOWN,17,,0.0558971492453652,-3.3998920669185084,0.9195402298850568,0.0804597701149431,,False,-1.1173184357541888,484.5251526499987,2.7374302409604447,-574.9451176499977,-3.2482775008474443,0.0,,1,,,,,False,False,False,False,False,False,False,False,False,False
2018-07-05,sh.601138,17.0,17.5,16.71,16.96,17.17,91199252,1556919113.0,3,1,-1.223069,123.16630355846048,5.517181124181647e-06,1.0,UNKNOWN,UNKNOWN,18,,-6.887201735357939,-6.0207991242473895,0.0666666666666676,0.2266666666666689,,True,-0.990099009901002,-4.3110997999959295,-0.0253594105882113,-84.27112019999592,-0.4957124717646818,4.3110997999959295,,1,,,,,False,False,False,False,False,False,False,False,False,False
2018-07-06,sh.601138,16.91,17.68,16.8,17.23,16.96,105690560,1823931937.0,3,1,1.591984,125.12708787218595,2.867924540517208e-06,1.0,UNKNOWN,UNKNOWN,19,,-3.581580443433796,-5.1984348798211455,0.316455696202532,0.632911392405064,,False,-0.2948113207547176,-364.31294659999605,-2.1544231023063043,275.3672166000039,1.6284282471910343,364.31294659999605,,0,,,,,False,False,False,False,False,False,False,False,False,False
2018-07-09,sh.601138,17.23,17.5,17.09,17.47,17.23,80084021,1388137556.0,3,1,1.392918,126.87000726216417,1.326755648234368e-06,1.0,UNKNOWN,UNKNOWN,20,0.6989651451611308,-3.7430167597765296,-6.561822125813476,0.4886363636363638,0.5113636363636361,-12.199347737464317,False,0.0,-284.9183861999949,-1.6536180278583572,194.84173620000144,1.1308284167150404,284.9183861999949,,0,,,,,False,False,False,False,False,False,False,False,False,False
2018-07-10,sh.601138,17.51,17.54,17.2,17.35,17.47,65616875,1137038433.0,3,1,-0.686886,125.99854756717508,5.814539192239288e-06,1.0,UNKNOWN,UNKNOWN,21,0.5162360389759049,1.7472335468840638,-0.6822057987493357,0.9268292682926802,0.0731707317073198,-10.437814005946889,True,0.2289639381797492,114.7201557999997,0.6551693649343215,-205.1199258000003,-1.1714444648772149,0.0,,1,-0.0821734334872114,-0.0368381651007863,,,False,False,False,False,False,False,False,False,False,False
2018-07-11,sh.601138,16.95,17.1,16.54,16.65,17.35,79234984,1326556526.0,3,1,-4.034586,120.9150326797386,3.867435142801412e-06,1.0,UNKNOWN,UNKNOWN,22,0.4144707325309182,2.2995283018868,-3.0726256983240163,0.4411764705882417,0.0882352941176399,-10.024373800757123,True,-2.3054755043227737,255.92247650000076,1.5098671179941046,-343.7776764999993,-2.028186882005896,0.0,,1,-0.07375499667025132,-0.13073835500329256,,,False,False,False,False,False,False,False,False,False,False
2018-07-12,sh.601138,16.65,18.28,16.65,17.96,16.65,179476511,3159557644.0,3,1,7.867865,130.42846768336972,2.867867883615816e-06,1.0,UNKNOWN,UNKNOWN,23,0.490461215295264,-3.366221706326189,-3.028538147932458,0.1964285714285696,0.2678571428571455,-11.979276802706718,True,0.0,-1354.2927815500002,-8.13389057987988,1264.397886550007,7.593981300600642,1354.2927815500002,,0,-0.0980680245249611,-0.207892792482125,,,False,False,False,False,False,False,False,False,False,False
2018-07-13,sh.601138,17.7,17.79,17.48,17.62,17.96,99440876,1752297229.0,3,1,-1.893086,127.95933188090056,9.76837416444276e-06,1.0,UNKNOWN,UNKNOWN,24,1.292453575775261,2.8048082427018173,5.896226415094352,0.8036809815950922,0.1963190184049078,-3.065630397236596,False,-1.4476614699331924,34.29565040000014,0.1937607367231646,-125.62439039999624,-0.7097423186440465,0.0,,1,-0.06955809503324151,-0.23215263591543633,,,False,False,False,False,False,False,False,False,False,False
2018-07-16,sh.601138,17.62,18.19,17.56,17.84,17.62,91002211,1629162611.0,3,1,1.248577,129.55700798838058,4.157775241431239e-06,1.0,UNKNOWN,UNKNOWN,25,0.7864177997653956,1.5561959654178503,2.263493905977953,0.4516129032258101,0.290322580645162,-3.422949382005525,True,0.0,-265.6957910999959,-1.5079216293983877,174.08432110000044,0.9879927417707176,265.6957910999959,,0,-0.06996218003067523,-0.17348994534502238,,,False,False,False,False,False,False,False,False,False,False
2018-07-17,sh.601138,17.84,17.85,17.44,17.69,17.84,61176816,1077433084.0,3,1,-0.840805,128.4676833696442,2.174887880901366e-06,1.0,UNKNOWN,UNKNOWN,26,0.7564322764468566,7.147147147147148,2.117916428162569,0.4444444444444444,0.5555555555555556,-0.930167985561592,False,0.0,104.04862075000422,0.5832321790919519,-195.8014557499958,-1.0975417923206043,0.0,,1,-0.06878420861047685,-0.14113607482619261,,,False,False,False,False,False,False,False,False,False,False
2018-07-18,sh.601138,17.69,17.76,17.18,17.21,17.69,62140093,1086314080.0,3,1,-2.713406,124.98184458968775,8.60033916705305e-06,1.0,UNKNOWN,UNKNOWN,27,0.5420355052673137,-1.5033407572383362,1.9596541786743416,0.6097560975609754,0.0243902439024428,-1.040501230700397,True,0.0,434.5198474000029,2.456302133408722,-525.000397399997,-2.967780652345941,0.0,,1,-0.03772479883569213,-0.09170433502257569,,,False,False,False,False,False,False,False,False,False,False
2018-07-19,sh.601138,17.18,17.38,16.87,16.93,17.21,52695296,897483160.0,3,1,-1.626954,122.94843863471318,7.06914584913676e-06,1.0,UNKNOWN,UNKNOWN,28,0.5859046599063009,-2.32690124858117,3.3633633633633586,0.0517241379310362,0.1206896551724139,-3.006734860653193,True,-0.174317257408485,205.43249125000332,1.1957653739813934,-294.31763624999303,-1.7131410724679454,0.0,,1,-0.04406236377772854,-0.08937167449014649,,,False,False,False,False,False,False,False,False,False,False
2018-07-20,sh.601138,16.91,17.48,16.73,17.3,16.93,71270453,1224951713.0,3,1,2.185463,125.6354393609296,6.580626109364829e-06,1.0,UNKNOWN,UNKNOWN,29,0.5333496479345805,-5.100896860986548,-5.734966592427638,0.1176470588235273,0.3921568627450982,-4.250205016542719,False,-0.1181334908446518,-434.3486469499996,-2.568590460969838,345.26155195000405,2.041759621230065,434.3486469499996,,0,-0.035907808898296145,-0.03233654993494561,,,False,False,False,False,False,False,False,False,False,False
2018-07-23,sh.601138,17.11,17.3,17.04,17.25,17.3,48368564,830800479.0,3,1,-0.289013,125.27233115468415,4.3410404650390255e-06,1.0,UNKNOWN,UNKNOWN,30,0.7615550091504628,-2.2046353872244184,-1.8161180476731096,0.7600000000000003,0.2399999999999996,-1.7631526646035178,False,-1.098265895953765,-184.62504569999663,-1.079047607831658,95.23502570000336,0.5566044751607443,184.62504569999663,,0,-0.0209321881401916,-0.05492251271450932,,,False,False,False,False,False,False,False,False,False,False
2018-07-24,sh.601138,17.23,18.1,17.2,18.06,17.25,125054476,2216366249.0,3,1,4.695649,131.15468409586063,3.1739130337271604e-06,1.0,UNKNOWN,UNKNOWN,31,0.5360484277445902,0.23242300987798,-3.307174887892361,0.8076923076923062,0.1923076923076938,-1.7793594306049765,True,-0.1159420289855051,-875.2192891499968,-5.079624429193249,783.9511341500032,4.54991952495649,875.2192891499968,,0,7.20446984894263e-05,-0.0527903313541731,,,False,False,False,False,False,False,False,False,False,False
2018-07-25,sh.601138,18.0,18.01,17.59,17.71,18.06,85980738,1530209680.0,3,1,-1.937987,128.6129266521424,2.5038759765561025e-06,1.0,UNKNOWN,UNKNOWN,32,1.3772801915302728,6.674542232722991,2.091577162238578,0.9555555555555528,0.0444444444444473,2.970522834825262,False,-0.3322259136212535,243.79690145000043,1.3544272302777802,-335.9132464499996,-1.8661847024999976,0.0,,1,0.02146346573818758,-0.046827739888214426,,,False,False,False,False,False,False,False,False,False,False
2018-07-26,sh.601138,17.66,18.05,17.63,17.76,17.71,66539746,1185426892.0,3,1,0.282333,128.97603485838783,6.630717107436457e-06,1.0,UNKNOWN,UNKNOWN,33,0.952745628604718,2.369942196531793,2.905287623474728,0.2857142857142869,0.0238095238095274,1.1364285306378896,True,-0.2823263692828925,-145.71537049999912,-0.8251153482446156,54.1846805000045,0.3068215203850765,145.71537049999912,,0,0.03215901452343739,-0.06281035551960601,,,False,False,False,False,False,False,False,False,False,False
2018-07-27,sh.601138,17.68,17.68,17.28,17.29,17.76,54516175,950530431.0,3,1,-2.646393,125.5628177196805,3.396396410781932e-06,1.0,UNKNOWN,UNKNOWN,34,0.7455245594351512,2.9565217391304133,4.9025398700531575,0.3095238095238143,0.6904761904761857,1.4596246679425162,False,-0.4504504504504569,344.49414195000304,1.9484962779977544,-435.1160569500006,-2.461063670531677,0.0,,1,0.03420615623977352,-0.04147278564167434,,,False,False,False,False,False,False,False,False,False,False
2018-07-30,sh.601138,17.2,17.38,17.05,17.14,17.29,36771092,631237641.0,3,1,-0.867562,124.47349310094413,8.500867565985892e-06,1.0,UNKNOWN,UNKNOWN,35,0.6369601782738745,-4.2635658914728864,-0.0578034682080952,0.0249999999999951,0.0,-0.8998681721786306,True,-0.5205320994794649,15.295200300001746,0.088925583139545,-104.64483029999826,-0.6084001761627806,0.0,,1,0.009192538643781667,-0.07155696380647192,,,False,False,False,False,False,False,False,False,False,False
2018-07-31,sh.601138,17.19,17.27,17.05,17.17,17.14,29162201,500048026.0,3,1,0.175033,124.6913580246914,3.828471415445733e-06,1.0,UNKNOWN,UNKNOWN,36,0.4520872824121931,-3.21852060982496,-0.6376811594203002,0.2727272727272737,0.5454545454545474,-1.6327584722660604,False,0.291715285880989,-24.705004900000294,-0.1437173059918574,-64.6850151000003,-0.3762944450261797,24.705004900000294,,1,0.03368404972407357,-0.059266767177172275,,,False,False,False,False,False,False,False,False,False,False
2018-08-01,sh.601138,17.25,17.41,16.96,16.98,17.17,45200663,776123681.0,3,1,-1.106584,123.31154684095864,2.753640061081697e-06,1.0,UNKNOWN,UNKNOWN,37,0.3724074088795288,-3.3220720720720687,-4.928017718715405,0.5454545454545527,0.3636363636363577,-1.253738210259958,False,0.4659289458357474,225.30132635000203,1.3060946455072582,-314.42881134999794,-1.822775717971003,0.0,,1,0.03211935037193836,-0.07290147327696639,,,False,False,False,False,False,False,False,False,False,False
2018-08-02,sh.601138,16.9,16.93,16.02,16.24,16.98,68910577,1133184225.0,3,1,-4.358067,117.9375453885258,1.3156654974366688e-06,1.0,UNKNOWN,UNKNOWN,38,0.590618385516149,-1.7929438982070556,-4.121964991530225,0.0444444444444435,0.3555555555555564,-2.293063267830941,True,-0.4711425206124997,616.2070533000021,3.6461955816568175,-703.133283299996,-4.160551972189326,0.0,,1,0.02370569520928001,-0.03477150767287962,,,False,False,False,False,False,False,False,False,False,False
2018-08-03,sh.601138,16.27,16.34,15.8,15.81,16.24,51818003,828764283.0,3,1,-2.647779,114.81481481481484,4.251231517038434e-06,1.0,UNKNOWN,UNKNOWN,39,0.9137316532812576,-5.250875145857659,-8.558558558558559,0.2417582417582404,0.0329670329670342,-6.357214934409717,True,0.1847290640394128,417.3773373000009,2.5653186066379896,-502.1628972999972,-3.086434525507051,0.0,,1,0.012488473346133233,-0.05494130353481275,,,False,False,False,False,False,False,False,False,False,False
2018-08-06,sh.601138,15.77,15.85,15.11,15.14,15.81,49149378,757691964.0,3,1,-4.237824,109.94916485112569,1.61922832475625e-07,1.0,UNKNOWN,UNKNOWN,40,0.7125392211872097,-7.920792079207917,-8.559861191440133,0.0185185185185181,0.1296296296296303,-8.461917030946942,False,-0.2530044275774856,588.47378815,3.731602968611288,-670.89653315,-4.254258295180724,0.0,,1,-0.0024701262508972643,-0.07994426724881265,,,False,False,False,False,False,False,False,False,False,False
2018-08-07,sh.601138,15.2,15.57,15.04,15.55,15.14,45278678,696241558.0,3,1,2.708057,112.92665214233844,1.1241743838041884e-06,1.0,UNKNOWN,UNKNOWN,41,0.6905302381721337,-10.83627797408716,-11.668611435239209,0.040540540540542,0.1081081081081081,-11.745846691926564,True,0.3963011889035472,-390.8749017499982,-2.571545406249988,308.77527675000545,2.0314162944079306,390.8749017499982,,0,-0.03905816790753036,-0.09431332608216614,,,False,False,False,False,False,False,False,False,False,False
2018-08-08,sh.601138,15.41,15.47,15.0,15.01,15.55,46605307,709284547.0,3,1,-3.472669,109.00508351488747,1.897106076675925e-07,1.0,UNKNOWN,UNKNOWN,42,0.645368876214736,-4.248768472906395,-9.43506115317414,0.9622641509433972,0.0377358490566028,-8.877820099619104,False,-0.9003215434083667,359.08350700000267,2.3301979688514125,-440.5166969999991,-2.858641771576892,0.0,,1,-0.01706414393704969,-0.08668225375747507,,,False,False,False,False,False,False,False,False,False,False
2018-08-09,sh.601138,14.99,15.58,14.8,15.42,15.01,61822492,950425491.0,3,1,2.731511,111.98257080610026,1.3251165920102892e-06,1.0,UNKNOWN,UNKNOWN,43,0.6800925165469155,-5.060088551549646,-11.601884570082444,0.0212765957446803,0.1276595744680859,-11.617499852793966,True,-0.1332445036642204,-470.4916071499981,-3.1387031831220686,389.0786121500019,2.595587806204149,470.4916071499981,,0,-0.012132749603909088,-0.08636574889458937,,,False,False,False,False,False,False,False,False,False,False
2018-08-10,sh.601138,15.32,15.53,15.31,15.47,15.42,36117070,557064563.0,3,1,0.324255,112.34567901234573,7.846952022050324e-07,1.0,UNKNOWN,UNKNOWN,44,0.986867312126952,1.8494055482166427,-5.049261083743827,0.7948717948717945,0.2051282051282054,-8.519221642145213,False,-0.6485084306095956,-191.0152407499986,-1.2468357751305394,108.8348357500032,0.7104101550261305,191.0152407499986,,0,-0.015250956951119554,-0.12617443280389173,,,False,False,False,False,False,False,False,False,False,False
2018-08-13,sh.601138,15.19,15.83,15.08,15.72,15.47,52992504,822665060.0,3,1,1.616031,114.161220043573,2.7795727941537507e-08,1.0,UNKNOWN,UNKNOWN,45,0.6072238793443967,-0.5144694533762095,-2.1505376344086,0.7272727272727316,0.2727272727272683,-7.633519419649515,True,-1.8099547511312264,-570.94650765,-3.758699852863725,488.5237626500037,3.216087970046108,570.94650765,,0,-0.012671028329853562,-0.10934940299818274,,,False,False,False,False,False,False,False,False,False,False
2018-08-14,sh.601138,15.73,15.76,15.44,15.51,15.72,44634477,693689985.0,3,1,-1.335878,112.63616557734208,1.37404575051292e-07,1.0,UNKNOWN,UNKNOWN,46,0.9203520269255429,4.730179880079932,3.830911492734468,0.853333333333334,0.1466666666666659,-5.54303740423615,False,0.0636132315521509,178.34546610000285,1.1337919014621922,-261.434646099999,-1.6620130076287285,0.0,,1,-0.010010159766684401,-0.10882392095080451,,,False,False,False,False,False,False,False,False,False,False
2018-08-15,sh.601138,15.39,15.49,15.04,15.06,15.51,40808623,620369300.0,3,1,-2.901353,109.36819172113292,9.6518375070076e-07,1.0,UNKNOWN,UNKNOWN,47,0.7864912172830545,0.5836575875486139,-0.2572347266881158,0.2187500000000007,0.0937499999999979,-6.19046178969972,True,-0.7736943907156624,289.08819665000146,1.8784158326835705,-370.58197164999854,-2.4079400367121413,0.0,,1,-0.006133035514853669,-0.1171004297197421,,,False,False,False,False,False,False,False,False,False,False
2018-08-16,sh.601138,14.85,15.15,14.71,14.89,15.06,34594813,516841869.0,3,1,-1.128819,108.13362381989836,9.389110235957788e-07,1.0,UNKNOWN,UNKNOWN,48,0.7328499734648986,-2.650290885585016,0.3331112591605345,0.0444444444444473,0.2222222222222209,-8.31608425666629,True,-1.394422310756982,-80.00997519999899,-0.538787711784505,-0.0499547999971667,-0.0003363959595768,80.00997519999899,,0,-0.022961642934253956,-0.1019657248751592,,,False,False,False,False,False,False,False,False,False,False
2018-08-17,sh.601138,15.09,15.14,14.62,14.63,14.89,32110673,477788531.0,3,1,-1.74614,106.24546114742196,1.6521155150606148e-06,1.0,UNKNOWN,UNKNOWN,49,0.6315249791476517,-5.279898218829526,-3.43709468223089,0.4090909090909089,0.590909090909091,-8.784611614800308,False,1.3431833445265218,419.7603473000031,2.7817120430749043,-499.7798872999952,-3.31199395162356,0.0,,1,-0.02429320353682274,-0.09620295712472482,,,False,False,False,False,False,False,False,False,False,False
2018-08-20,sh.601138,14.65,14.93,14.53,14.92,14.63,35590839,524770429.0,3,1,1.982228,108.35148874364562,2.9801777401416985e-07,1.0,UNKNOWN,UNKNOWN,50,0.6079055503822403,-5.6737588652482245,-5.42986425339368,0.0192307692307721,0.0961538461538472,-9.638368178870335,True,0.1367053998633016,-309.72337634999803,-2.1141527395904305,230.00676134999836,1.5700120228668828,309.72337634999803,,0,-0.056659471644815995,-0.09767578847079095,,,False,False,False,False,False,False,False,False,False,False
2018-08-21,sh.601138,14.9,15.14,14.81,15.02,14.92,35059990,525981562.0,3,1,0.670244,109.07770515613652,2.7131367398292028e-06,1.0,UNKNOWN,UNKNOWN,51,0.6820399229719318,-0.9296148738379916,-5.089058524173041,0.9750000000000004,0.0249999999999994,-7.179295757123317,False,-0.1340482573726542,-160.15175059999913,-1.0748439637583835,79.72831060000087,0.5350893328859119,160.15175059999913,,0,-0.05632964999290091,-0.0787428137752153,,,False,False,False,False,False,False,False,False,False,False
2018-08-22,sh.601138,14.99,14.99,14.7,14.74,15.02,27760231,412042703.0,3,1,-1.864186,107.04429920116196,4.908122507307766e-06,1.0,UNKNOWN,UNKNOWN,52,0.7352692052174571,0.8730691739422314,-3.159252095422327,0.6363636363636335,0.3636363636363666,-5.665117447556856,True,-0.1997336884154377,209.85519625000023,1.3999679536357588,-289.894931249998,-1.9339221564376117,0.0,,1,-0.05910562538525266,-0.1092221708495208,,,False,False,False,False,False,False,False,False,False,False
2018-08-23,sh.601138,14.77,15.2,14.77,15.13,14.74,48348554,726749790.0,3,1,2.645864,109.87654320987654,2.3989145137015555e-06,1.0,UNKNOWN,UNKNOWN,53,0.6200330899257642,0.7518796992481036,-2.124833997343978,0.1379310344827613,0.0,-6.5521285700700815,True,0.2035278154681075,-400.0116168000008,-2.7082709329722463,319.6285668000029,2.164039044008144,400.0116168000008,,0,-0.06510366621826491,-0.10259819713577256,,,False,False,False,False,False,False,False,False,False,False
2018-08-24,sh.601138,15.04,15.12,14.92,14.99,15.13,25449258,382018752.0,3,1,-0.925316,108.85984023238926,2.0541969587561937e-06,1.0,UNKNOWN,UNKNOWN,54,1.1022724430692314,1.407506702412853,1.6118200134318084,0.8372093023255848,0.1627906976744152,-3.2732387162767163,False,-0.594844679444817,9.652220250000582,0.0641769963430889,-90.2978052499976,-0.6003843434175372,0.0,,1,-0.05468032509606302,-0.0934052604895228,,,False,False,False,False,False,False,False,False,False,False
2018-08-27,sh.601138,15.0,15.42,15.0,15.31,14.99,54095468,825814174.0,3,1,2.134761,111.1837327523602,4.495663767478675e-06,1.0,UNKNOWN,UNKNOWN,55,0.6000871344849793,-0.1997336884154377,2.4606971975392966,0.3500000000000026,0.4000000000000018,-3.4584916596895887,True,0.0667111407605114,-350.45060154999885,-2.336337343666659,269.239556550003,1.79493037700002,350.45060154999885,,0,-0.05016820405673317,-0.08285666581024209,,,False,False,False,False,False,False,False,False,False,False
2018-08-28,sh.601138,15.31,15.48,15.22,15.32,15.31,31555827,483808953.0,3,1,0.065312,111.2563543936093,4.786414104659964e-06,1.0,UNKNOWN,UNKNOWN,56,1.250025547082223,3.867028493894176,2.613941018766752,0.7380952380952394,0.2619047619047606,-0.8130608013993901,False,0.0,-50.92364504999869,-0.3326168847158633,-30.93363995000051,-0.2020485953625115,50.92364504999869,,0,-0.030724466539260975,-0.07604332809317815,,,False,False,False,False,False,False,False,False,False,False
2018-08-29,sh.601138,15.35,15.37,15.07,15.11,15.32,29797605,451580494.0,3,1,-1.370757,109.73129992737836,1.80156667584086e-07,1.0,UNKNOWN,UNKNOWN,57,0.7271736944695201,1.2557832121612655,1.9973368841544656,0.3846153846153836,0.6153846153846164,-0.1499054943622568,True,0.1958224543080922,199.12307620000044,1.2972187374592865,-280.6370461999996,-1.828254372638434,0.0,,1,-0.034216381588096256,-0.0735296871364235,,,False,False,False,False,False,False,False,False,False,False
